,Location,Weather,Temperature,Date,Time,Names,No. of individuals seen,No. of individuals heard,No. of individuals seen and heard,Comments,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,codes
285,Rocks ,sunny,,2024-05-22,07:07:00,purple rumped sunbird,0,0,2,,,,,,,,,,7
286,Rocks ,sunny,,2024-05-22,07:07:00,ashy prinia,0,0,1,,,,,,,,,,7
287,Rocks ,sunny,,2024-05-22,07:07:00,red whiskered bulbul,1,2,0,,,,,,,,,,7
288,Rocks ,sunny,,2024-05-22,07:07:00,indian white eye,0,2,0,,,,,,,,,,7
289,Rocks ,sunny,,2024-05-22,07:07:00,oriental magpie robin,0,1,0,,,,,,,,,,7
290,Rocks ,sunny,,2024-05-22,07:07:00,large billed crow,0,2,0,,,,,,,,,,7
291,Rocks ,sunny,,2024-05-22,07:07:00,white cheeked barbet,0,2,0,,,,,,,,,,7
292,Rocks ,sunny,,2024-05-22,07:08:00,white browed bulbul,0,1,0,,,,,,,,,,8
293,Rocks ,sunny,,2024-05-22,07:08:00,pale billed flowerpecker,0,0,2,,,,,,,,,,8
294,Rocks ,sunny,,2024-05-22,07:08:00,red whiskered bulbul,0,2,0,,,,,,,,,,8
295,Rocks ,sunny,,2024-05-22,07:08:00,common tailorbird,0,2,0,,,,,,,,,,8
296,Rocks ,sunny,,2024-05-22,07:08:00,white cheeked barbet,0,2,0,,,,,,,,,,8
297,Rocks ,sunny,,2024-05-22,07:09:00,ashy prinia,0,0,1,,,,,,,,,,9
298,Rocks ,sunny,,2024-05-22,07:09:00,pale billed flowerpecker,0,0,2,,,,,,,,,,9
299,Rocks ,sunny,,2024-05-22,07:09:00,white cheeked barbet,0,2,0,,,,,,,,,,9
300,Rocks ,sunny,,2024-05-22,07:09:00,asian koel,0,1,0,,,,,,,,,,9
301,Rocks ,sunny,,2024-05-22,07:09:00,rose ringed parakeet,0,0,2,,,,,,,,,,9
302,Rocks ,sunny,,2024-05-22,07:10:00,rose ringed parakeet,0,0,2,,,,,,,,,,10
303,Rocks ,sunny,,2024-05-22,07:10:00,white cheeked barbet,0,2,0,,,,,,,,,,10
304,Rocks ,sunny,,2024-05-22,07:10:00,oriental magpie robin,0,1,0,,,,,,,,,,10
305,Rocks ,sunny,,2024-05-22,07:10:00,common tailorbird,0,1,0,,,,,,,,,,10
306,Rocks ,sunny,,2024-05-22,07:10:00,large billed crow,0,2,0,,,,,,,,,,10
307,Rocks ,sunny,,2024-05-22,07:10:00,asian koel,0,1,0,,,,,,,,,,10
308,Rocks ,sunny,,2024-05-22,07:10:00,ashy prinia,0,0,1,,,,,,,,,,10
309,Rocks ,sunny,,2024-05-22,07:11:00,rose ringed parakeet,0,2,2,,,,,,,,,,11
310,Rocks ,sunny,,2024-05-22,07:11:00,purple rumped sunbird,0,2,0,,,,,,,,,,11
311,Rocks ,sunny,,2024-05-22,07:11:00,black kite,1,0,0,,,,,,,,,,11
312,Rocks ,sunny,,2024-05-22,07:11:00,oriental magpie robin,0,0,1,,,,,,,,,,11
313,Rocks ,sunny,,2024-05-22,07:11:00,asian koel,0,1,0,,,,,,,,,,11
314,Rocks ,sunny,,2024-05-22,07:11:00,common tailorbird,0,1,0,,,,,,,,,,11
315,Rocks ,sunny,,2024-05-22,07:12:00,rose ringed parakeet,0,0,2,,,,,,,,,,12
316,Rocks ,sunny,,2024-05-22,07:12:00,white cheeked barbet,0,2,0,,,,,,,,,,12
317,Rocks ,sunny,,2024-05-22,07:12:00,oriental magpie robin,0,0,2,,,,,,,,,,12
318,Rocks ,sunny,,2024-05-22,07:12:00,red whiskered bulbul,0,2,0,,,,,,,,,,12
319,Rocks ,sunny,,2024-05-22,07:12:00,ashy prinia,0,1,0,,,,,,,,,,12
320,Rocks ,sunny,,2024-05-22,07:13:00,coppersmith barbet,0,1,0,,,,,,,,,,13
321,Rocks ,sunny,,2024-05-22,07:13:00,white cheeked barbet,0,1,0,,,,,,,,,,13
322,Rocks ,sunny,,2024-05-22,07:13:00,ashy prinia,1,0,0,,,,,,,,,,13
323,Rocks ,sunny,,2024-05-22,07:13:00,red whiskered bulbul,0,2,0,,,,,,,,,,13
324,Rocks ,sunny,,2024-05-22,07:14:00,spotted dove,0,1,0,,,,,,,,,,14
325,Rocks ,sunny,,2024-05-22,07:14:00,coppersmith barbet,0,1,0,,,,,,,,,,14
326,Rocks ,sunny,,2024-05-22,07:14:00,white cheeked barbet,0,1,0,,,,,,,,,,14
327,Rocks ,sunny,,2024-05-22,07:14:00,large billed crow,0,2,0,,,,,,,,,,14
328,Rocks ,sunny,,2024-05-22,07:14:00,rose ringed parakeet,0,0,1,,,,,,,,,,14
329,Rocks ,sunny,,2024-05-22,07:14:00,ashy prinia,0,1,0,,,,,,,,,,14
330,Rocks ,sunny,,2024-05-22,07:14:00,oriental magpie robin,0,0,1,,,,,,,,,,14
331,Rocks ,sunny,,2024-05-22,07:15:00,oriental magpie robin,0,0,1,,,,,,,,,,15
332,Rocks ,sunny,,2024-05-22,07:15:00,yellow billed babbler,0,2,0,,,,,,,,,,15
333,Rocks ,sunny,,2024-05-22,07:15:00,red whiskered bulbul,0,0,1,,,,,,,,,,15
334,Rocks ,sunny,,2024-05-22,07:15:00,spotted dove,0,1,0,aaa,typo; probably 1 heard,,,,,,,,15
335,Rocks ,sunny,,2024-05-22,07:15:00,coppersmith barbet,3,0,0,,,,,,,,,,15
336,Rocks ,sunny,,2024-05-22,07:15:00,rose ringed parakeet,0,0,1,,,,,,,,,,15
337,Rocks ,sunny,,2024-05-22,07:20:00,ashy prinia,0,1,0,,,,,,,,,,20
338,Rocks ,sunny,,2024-05-22,07:20:00,large billed crow,0,0,1,,,,,,,,,,20
339,Rocks ,sunny,,2024-05-22,07:20:00,yellow billed babbler,0,0,2,,,,,,,,,,20
340,Rocks ,sunny,,2024-05-22,07:20:00,white cheeked barbet,0,2,0,,,,,,,,,,20
341,Rocks ,sunny,,2024-05-22,07:20:00,red whiskered bulbul,0,0,2,,,,,,,,,,20
342,Rocks ,sunny,,2024-05-22,07:20:00,common tailorbird,0,1,0,,,,,,,,,,20
343,Rocks ,sunny,,2024-05-22,07:22:00,indian white eye,0,1,0,,,,,,,,,,22
344,Rocks ,sunny,,2024-05-22,07:22:00,rose ringed parakeet,0,1,0,,,,,,,,,,22
345,Rocks ,sunny,,2024-05-22,07:22:00,greater coucal,0,1,0,,,,,,,,,,22
346,Rocks ,sunny,,2024-05-22,07:22:00,yellow billed babbler,2,0,0,,,,,,,,,,22
347,Rocks ,sunny,,2024-05-22,07:22:00,red whiskered bulbul,0,2,0,,,,,,,,,,22
348,Rocks ,sunny,,2024-05-22,07:22:00,white cheeked barbet,0,2,0,,,,,,,,,,22
349,Rocks ,sunny,,2024-05-22,07:23:00,asian koel,0,1,0,,,,,,,,,,23
350,Rocks ,sunny,,2024-05-22,07:23:00,rose ringed parakeet,0,0,1,,,,,,,,,,23
351,Rocks ,sunny,,2024-05-22,07:23:00,yellow billed babbler,0,0,2,,,,,,,,,,23
352,Rocks ,sunny,,2024-05-22,07:23:00,white cheeked barbet,0,2,0,,,,,,,,,,23
353,Rocks ,sunny,,2024-05-22,07:23:00,ashy prinia,0,1,0,,,,,,,,,,23
354,Rocks ,sunny,,2024-05-22,07:23:00,common tailorbird,0,1,0,,,,,,,,,,23
355,Rocks ,sunny,,2024-05-22,07:23:00,coppersmith barbet,0,1,0,,,,,,,,,,23
356,Rocks ,sunny,,2024-05-22,07:24:00,rose ringed parakeet,0,0,1,,,,,,,,,,24
357,Rocks ,sunny,,2024-05-22,07:24:00,white cheeked barbet,0,1,0,,,,,,,,,,24
358,Rocks ,sunny,,2024-05-22,07:24:00,large billed crow,0,0,1,,,,,,,,,,24
359,Rocks ,sunny,,2024-05-22,07:24:00,red whiskered bulbul,0,1,0,,,,,,,,,,24
360,Rocks ,sunny,,2024-05-22,07:25:00,red whiskered bulbul,0,0,2,,,,,,,,,,25
361,Rocks ,sunny,,2024-05-22,07:25:00,large billed crow,0,0,2,,,,,,,,,,25
362,Rocks ,sunny,,2024-05-22,07:25:00,yellow billed babbler,0,0,2,,,,,,,,,,25
363,Rocks ,sunny,,2024-05-22,07:25:00,ashy prinia,0,0,1,,,,,,,,,,25
364,Rocks ,sunny,,2024-05-22,07:25:00,red whiskered bulbul,0,2,0,,,,,,,,,,25
365,Rocks ,sunny,,2024-05-22,07:25:00,white cheeked barbet,1,0,0,,,,,,,,,,25
366,Rocks ,sunny,,2024-05-22,07:25:00,asian koel,0,1,0,,,,,,,,,,25
367,Rocks ,sunny,,2024-05-22,07:26:00,white cheeked barbet,0,0,1,,,,,,,,,,26
368,Rocks ,sunny,,2024-05-22,07:26:00,asian koel,0,1,0,,,,,,,,,,26
369,Rocks ,sunny,,2024-05-22,07:26:00,ashy prinia,0,0,1,,,,,,,,,,26
370,Rocks ,sunny,,2024-05-22,07:26:00,yellow billed babbler,0,0,2,,,,,,,,,,26
371,Rocks ,sunny,,2024-05-22,07:26:00,spotted dove,0,1,0,,,,,,,,,,26
372,Rocks ,sunny,,2024-05-22,07:26:00,white throated kingfisher,0,1,0,,,,,,,,,,26
373,Rocks ,sunny,,2024-05-22,07:26:00,large billed crow,0,1,0,,,,,,,,,,26
374,Rocks ,sunny,,2024-05-22,07:27:00,yellow billed babbler,0,0,2,,,,,,,,,,27
375,Rocks ,sunny,,2024-05-22,07:27:00,red whiskered bulbul,0,0,1,,,,,,,,,,27
376,Rocks ,sunny,,2024-05-22,07:27:00,spotted dove,0,1,0,,,,,,,,,,27
377,Rocks ,sunny,,2024-05-22,07:27:00,large billed crow,0,2,0,,,,,,,,,,27
378,Rocks ,sunny,,2024-05-22,07:27:00,white cheeked barbet,0,2,0,,,,,,,,,,27
379,Rocks ,sunny,,2024-05-22,07:27:00,ashy prinia,0,1,0,,,,,,,,,,27
380,Rocks ,sunny,,2024-05-22,07:27:00,ashy prinia,0,0,2,,,,,,,,,,27
381,Rocks ,sunny,,2024-05-22,07:27:00,pale billed flowerpecker,0,0,1,,,,,,,,,,27
382,Rocks ,sunny,,2024-05-22,07:27:00,common tailorbird,0,1,0,,,,,,,,,,27
383,Rocks ,sunny,,2024-05-22,07:27:00,indian white eye,0,2,0,,,,,,,,,,27
384,Rocks ,sunny,,2024-05-22,07:27:00,red whiskered bulbul,0,0,2,,,,,,,,,,27
385,Rocks ,sunny,,2024-05-22,07:27:00,large billed crow,0,2,0,,,,,,,,,,27
386,Rocks ,sunny,,2024-05-22,07:27:00,white cheeked barbet,0,2,0,,,,,,,,,,27
387,Rocks ,sunny,,2024-05-22,07:27:00,asian koel,0,1,0,,,,,,,,,,27
388,Rocks ,sunny,,2024-05-22,07:28:00,coppersmith barbet,0,1,0,,,,,,,,,,28
389,Rocks ,sunny,,2024-05-22,07:28:00,red whiskered bulbul,0,0,2,,,,,,,,,,28
390,Rocks ,sunny,,2024-05-22,07:28:00,indian white eye,0,0,2,,,,,,,,,,28
391,Rocks ,sunny,,2024-05-22,07:28:00,white browed bulbul,0,1,0,,,,,,,,,,28
392,Rocks ,sunny,,2024-05-22,07:28:00,white cheeked barbet,0,2,0,,,,,,,,,,28
393,Rocks ,sunny,,2024-05-22,07:28:00,common tailorbird,0,1,0,,,,,,,,,,28
394,Rocks ,sunny,,2024-05-22,07:29:00,purple rumped sunbird,0,0,1,,,,,,,,,,29
395,Rocks ,sunny,,2024-05-22,07:29:00,red whiskered bulbul,0,0,2,,,,,,,,,,29
396,Rocks ,sunny,,2024-05-22,07:29:00,ashy prinia,0,1,0,,,,,,,,,,29
397,Rocks ,sunny,,2024-05-22,07:29:00,white cheeked barbet,0,2,0,,,,,,,,,,29
398,Rocks ,sunny,,2024-05-22,07:29:00,indian white eye,0,2,0,,,,,,,,,,29
399,Rocks ,sunny,,2024-05-22,07:29:00,large billed crow,0,0,2,,,,,,,,,,29
400,Rocks ,sunny,,2024-05-22,07:29:00,yellow billed babbler,0,1,0,,,,,,,,,,29
401,Rocks ,sunny,,2024-05-22,07:29:00,black kite,1,0,0,,,,,,,,,,29
402,Rocks ,sunny,,2024-05-22,07:31:00,red whiskered bulbul,0,0,2,,,,,,,,,,31
403,Rocks ,sunny,,2024-05-22,07:31:00,asian koel,0,1,0,,,,,,,,,,31
404,Rocks ,sunny,,2024-05-22,07:31:00,spotted dove,0,1,0,,,,,,,,,,31
405,Rocks ,sunny,,2024-05-22,07:31:00,large billed crow,0,0,2,,,,,,,,,,31
406,Rocks ,sunny,,2024-05-22,07:31:00,rose ringed parakeet,0,0,2,,,,,,,,,,31
407,Rocks ,sunny,,2024-05-22,07:31:00,yellow billed babbler,0,2,0,,,,,,,,,,31
408,Rocks ,sunny,,2024-05-22,07:32:00,white cheeked barbet,0,2,0,,,,,,,,,,32
409,Rocks ,sunny,,2024-05-22,07:32:00,yellow billed babbler,0,2,0,,,,,,,,,,32
410,Rocks ,sunny,,2024-05-22,07:32:00,red whiskered bulbul,0,0,2,,,,,,,,,,32
411,Rocks ,sunny,,2024-05-22,07:32:00,large billed crow,0,0,2,,,,,,,,,,32
412,Rocks ,sunny,,2024-05-22,07:32:00,oriental magpie robin,0,0,1,,,,,,,,,,32
413,Rocks ,sunny,,2024-05-22,07:32:00,pale billed flowerpecker,0,0,1,,,,,,,,,,32
414,Rocks ,sunny,,2024-05-22,07:33:00,common tailorbird,0,1,0,,,,,,,,,,33
415,Rocks ,sunny,,2024-05-22,07:33:00,ashy prinia,0,0,1,,,,,,,,,,33
416,Rocks ,sunny,,2024-05-22,07:33:00,oriental magpie robin,0,0,1,,,,,,,,,,33
417,Rocks ,sunny,,2024-05-22,07:33:00,red whiskered bulbul,0,2,0,,,,,,,,,,33
418,Rocks ,sunny,,2024-05-22,07:33:00,yellow billed babbler,0,2,0,,,,,,,,,,33
419,Rocks ,sunny,,2024-05-22,07:33:00,white cheeked barbet,0,1,0,,,,,,,,,,33
420,Rocks ,sunny,,2024-05-22,07:33:00,ashy prinia,0,2,0,,,,,,,,,,33
421,Rocks ,sunny,,2024-05-22,07:33:00,coppersmith barbet,0,1,0,,,,,,,,,,33
422,Rocks ,sunny,,2024-05-22,07:34:00,coppersmith barbet,0,1,0,,,,,,,,,,34
423,Rocks ,sunny,,2024-05-22,07:34:00,yellow billed babbler,0,2,0,,,,,,,,,,34
424,Rocks ,sunny,,2024-05-22,07:34:00,indian white eye,0,2,0,,,,,,,,,,34
425,Rocks ,sunny,,2024-05-22,07:34:00,red whiskered bulbul,0,2,0,,,,,,,,,,34
426,Rocks ,sunny,,2024-05-22,07:34:00,large billed crow,0,1,0,,,,,,,,,,34
427,Rocks ,sunny,,2024-05-22,07:34:00,white cheeked barbet,0,2,0,,,,,,,,,,34
428,Rocks ,sunny,,2024-05-22,07:35:00,red whiskered bulbul,0,2,0,,,,,,,,,,35
429,Rocks ,sunny,,2024-05-22,07:35:00,yellow billed babbler,0,2,0,,,,,,,,,,35
430,Rocks ,sunny,,2024-05-22,07:35:00,large billed crow,0,3,0,,,,,,,,,,35
431,Rocks ,sunny,,2024-05-22,07:35:00,white cheeked barbet,0,2,0,,,,,,,,,,35
432,Rocks ,sunny,,2024-05-22,07:35:00,ashy prinia,0,1,0,,,,,,,,,,35
433,Rocks ,sunny,,2024-05-22,07:35:00,plum headed parakeet,0,2,0,,,,,,,,,,35
434,Rocks ,sunny,,2024-05-22,07:41:00,yellow billed babbler,0,0,2,,,,,,,,,,41
435,Rocks ,sunny,,2024-05-22,07:41:00,red whiskered bulbul,0,0,2,,,,,,,,,,41
436,Rocks ,sunny,,2024-05-22,07:41:00,oriental magpie robin,0,0,2,,,,,,,,,,41
437,Rocks ,sunny,,2024-05-22,07:41:00,greater coucal,1,0,0,,,,,,,,,,41
438,Rocks ,sunny,,2024-05-22,07:41:00,asian koel,0,1,0,,,,,,,,,,41
439,Rocks ,sunny,,2024-05-22,07:43:00,yellow billed babbler,0,0,2,,,,,,,,,,43
440,Rocks ,sunny,,2024-05-22,07:43:00,white cheeked barbet,0,2,0,,,,,,,,,,43
441,Rocks ,sunny,,2024-05-22,07:43:00,white browed bulbul,0,0,2,,,,,,,,,,43
442,Rocks ,sunny,,2024-05-22,07:43:00,ashy prinia,0,0,2,,,,,,,,,,43
443,Rocks ,sunny,,2024-05-22,07:44:00,yellow billed babbler,0,0,2,,,,,,,,,,44
444,Rocks ,sunny,,2024-05-22,07:44:00,red whiskered bulbul,0,0,2,,,,,,,,,,44
445,Rocks ,sunny,,2024-05-22,07:44:00,white cheeked barbet,0,2,0,,,,,,,,,,44
446,Rocks ,sunny,,2024-05-22,07:44:00,common tailorbird,0,1,0,,,,,,,,,,44
447,Rocks ,sunny,,2024-05-22,07:45:00,white cheeked barbet,0,2,0,,,,,,,,,,45
448,Rocks ,sunny,,2024-05-22,07:45:00,yellow billed babbler,0,0,4,,,,,,,,,,45
449,Rocks ,sunny,,2024-05-22,07:45:00,rose ringed parakeet,0,2,0,,,,,,,,,,45
450,Rocks ,sunny,,2024-05-22,07:45:00,red whiskered bulbul,0,0,2,,,,,,,,,,45
451,Rocks ,sunny,,2024-05-22,07:46:00,yellow billed babbler,0,0,2,,,,,,,,,,46
452,Rocks ,sunny,,2024-05-22,07:46:00,oriental magpie robin,0,0,1,,,,,,,,,,46
453,Rocks ,sunny,,2024-05-22,07:46:00,red whiskered bulbul,0,0,4,,,,,,,,,,46
454,Rocks ,sunny,,2024-05-22,07:46:00,white browed bulbul,0,0,2,,,,,,,,,,46
455,Rocks ,sunny,,2024-05-22,07:47:00,asian koel,0,1,0,,,,,,,,,,47
456,Rocks ,sunny,,2024-05-22,07:47:00,white cheeked barbet,0,1,0,,,,,,,,,,47
457,Rocks ,sunny,,2024-05-22,07:47:00,coppersmith barbet,0,1,0,,,,,,,,,,47
458,Rocks ,sunny,,2024-05-22,07:47:00,oriental magpie robin,0,0,2,,,,,,,,,,47
459,Rocks ,sunny,,2024-05-22,07:47:00,red whiskered bulbul,0,0,4,,,,,,,,,,47
460,Rocks ,sunny,,2024-05-22,07:47:00,yellow billed babbler,0,2,0,,,,,,,,,,47
461,Rocks ,sunny,,2024-05-22,07:47:00,ashy prinia,0,1,0,,,,,,,,,,47
462,Rocks ,sunny,,2024-05-22,07:48:00,asian koel,0,1,0,,,,,,,,,,48
463,Rocks ,sunny,,2024-05-22,07:48:00,yellow billed babbler,0,2,0,,,,,,,,,,48
464,Rocks ,sunny,,2024-05-22,07:48:00,red whiskered bulbul,4,0,0,,,,,,,,,,48
465,Rocks ,sunny,,2024-05-22,07:48:00,ashy prinia,1,0,0,,,,,,,,,,48
466,Rocks ,sunny,,2024-05-22,07:48:00,white cheeked barbet,0,2,0,,,,,,,,,,48
467,Rocks ,sunny,,2024-05-22,07:49:00,red whiskered bulbul,0,0,4,,,,,,,,,,49
468,Rocks ,sunny,,2024-05-22,07:49:00,yellow billed babbler,0,0,3,,,,,,,,,,49
469,Rocks ,sunny,,2024-05-22,07:51:00,oriental magpie robin,2,0,0,,winged termite emerging out and birds feeding on it,,,,,,,,51
470,Rocks ,sunny,,2024-05-22,07:52:00,yellow billed babbler,0,2,0,,,,,,,,,,52
471,Rocks ,sunny,,2024-05-22,07:52:00,red whiskered bulbul,4,0,0,,,,,,,,,,52
472,Rocks ,sunny,,2024-05-22,07:52:00,white cheeked barbet,0,2,0,,,,,,,,,,52
473,Rocks ,sunny,,2024-05-22,07:52:00,oriental magpie robin,2,0,0,,,,,,,,,,52
474,Rocks ,sunny,,2024-05-22,07:52:00,ashy prinia,2,0,0,,,,,,,,,,52
475,Rocks ,sunny,,2024-05-22,07:52:00,common tailorbird,0,1,0,,,,,,,,,,52
476,Rocks ,sunny,,2024-05-22,07:53:00,red whiskered bulbul,3,0,0,,,,,,,,,,53
477,Rocks ,sunny,,2024-05-22,07:53:00,oriental magpie robin,0,0,1,,,,,,,,,,53
478,Rocks ,sunny,,2024-05-22,07:53:00,ashy prinia,0,0,2,,,,,,,,,,53
479,Rocks ,sunny,,2024-05-22,07:53:00,yellow billed babbler,0,0,2,,,,,,,,,,53
480,Rocks ,sunny,,2024-05-22,07:53:00,asian koel,0,1,0,,,,,,,,,,53
481,Rocks ,sunny,,2024-05-22,07:54:00,ashy prinia,0,2,0,,,,,,,,,,54
482,Rocks ,sunny,,2024-05-22,07:54:00,red whiskered bulbul,0,0,3,,,,,,,,,,54
483,Rocks ,sunny,,2024-05-22,07:54:00,white cheeked barbet,0,2,0,,,,,,,,,,54
484,Rocks ,sunny,,2024-05-22,07:54:00,common tailorbird,0,1,0,,,,,,,,,,54
485,Rocks ,sunny,,2024-05-22,07:54:00,large billed crow,0,2,0,,,,,,,,,,54
486,Rocks ,sunny,,2024-05-22,07:54:00,asian koel,0,2,0,,,,,,,,,,54
487,Rocks ,sunny,,2024-05-22,07:55:00,common tailorbird,0,1,0,,,,,,,,,,55
488,Rocks ,sunny,,2024-05-22,07:55:00,ashy prinia,0,2,0,,,,,,,,,,55
489,Rocks ,sunny,,2024-05-22,07:55:00,red whiskered bulbul,0,0,3,,,,,,,,,,55
490,Rocks ,sunny,,2024-05-22,07:55:00,asian koel,0,1,0,,,,,,,,,,55
491,Rocks ,sunny,,2024-05-22,07:55:00,white cheeked barbet,0,2,0,,,,,,,,,,55
492,Rocks ,sunny,,2024-05-22,07:55:00,oriental magpie robin,1,0,0,,,,,,,,,,55
493,Rocks,cloudy,,2024-05-10,07:00:00,indian pitta,a,a,a,aaa,leave this out,,,,,,,,0
494,Rocks,cloudy,,2024-05-10,07:00:00,indian peafowl,0,1,0,,,,,,,,,,0
495,Rocks,cloudy,,2024-05-10,07:00:00,ashy prinia,0,0,2,,,,,,,,,,0
496,Rocks,cloudy,,2024-05-10,07:00:00,red whiskered bulbul,5,2,0,,,,,,,,,,0
497,Rocks,cloudy,,2024-05-10,07:00:00,oriental magpie robin,0,0,2,,,,,,,,,,0
498,Rocks,cloudy,,2024-05-10,07:00:00,purple sunbird,0,2,0,,,,,,,,,,0
499,Rocks,cloudy,,2024-05-10,07:01:00,ashy prinia,0,0,2,,,,,,,,,,1
500,Rocks,cloudy,,2024-05-10,07:01:00,large billed crow,0,2,0,,,,,,,,,,1
501,Rocks,cloudy,,2024-05-10,07:01:00,rose ringed parakeet,1,0,0,,,,,,,,,,1
502,Rocks,cloudy,,2024-05-10,07:01:00,red whiskered bulbul,0,2,0,,,,,,,,,,1
503,Rocks,cloudy,,2024-05-10,07:01:00,white throated kingfisher,0,1,0,,,,,,,,,,1
504,Rocks,cloudy,,2024-05-10,07:02:00,white throated kingfisher,0,1,0,,,,,,,,,,2
505,Rocks,cloudy,,2024-05-10,07:02:00,white cheeked barbet,0,2,0,,,,,,,,,,2
506,Rocks,cloudy,,2024-05-10,07:02:00,rose ringed parakeet,0,0,2,,,,,,,,,,2
507,Rocks,cloudy,,2024-05-10,07:02:00,large billed crow,0,2,0,,,,,,,,,,2
508,Rocks,cloudy,,2024-05-10,07:02:00,ashy prinia,0,0,2,,,,,,,,,,2
509,Rocks,cloudy,,2024-05-10,07:02:00,indian peafowl,0,1,0,,,,,,,,,,2
510,Rocks,cloudy,,2024-05-10,07:03:00,white throated kingfisher,0,1,0,,,,,,,,,,3
511,Rocks,cloudy,,2024-05-10,07:03:00,ashy prinia,0,0,3,,,,,,,,,,3
512,Rocks,cloudy,,2024-05-10,07:03:00,red whiskered bulbul,0,2,0,,,,,,,,,,3
513,Rocks,cloudy,,2024-05-10,07:03:00,large billed crow,0,2,0,,,,,,,,,,3
514,Rocks,cloudy,,2024-05-10,07:04:00,white cheeked barbet,0,2,0,,,,,,,,,,4
515,Rocks,cloudy,,2024-05-10,07:04:00,coppersmith barbet,0,1,0,,,,,,,,,,4
516,Rocks,cloudy,,2024-05-10,07:04:00,spot breasted fantail,0,1,0,,,,,,,,,,4
517,Rocks,cloudy,,2024-05-10,07:04:00,oriental magpie robin,0,1,0,,,,,,,,,,4
518,Rocks,cloudy,,2024-05-10,07:04:00,ashy prinia,0,0,3,,,,,,,,,,4
519,Rocks,cloudy,,2024-05-10,07:04:00,indian peafowl,0,1,0,,,,,,,,,,4
520,Rocks,cloudy,,2024-05-10,07:05:00,red whiskered bulbul,0,2,0,,,,,,,,,,5
521,Rocks,cloudy,,2024-05-10,07:05:00,ashy prinia,0,0,3,,,,,,,,,,5
522,Rocks,cloudy,,2024-05-10,07:05:00,coppersmith barbet,2,1,0,,,,,,,,,,5
523,Rocks,cloudy,,2024-05-10,07:05:00,pale billed flowerpecker,0,0,2,,,,,,,,,,5
524,Rocks,cloudy,,2024-05-10,07:06:00,asian koel,0,1,0,,,,,,,,,,6
525,Rocks,cloudy,,2024-05-10,07:06:00,large billed crow,0,1,0,,,,,,,,,,6
526,Rocks,cloudy,,2024-05-10,07:06:00,red whiskered bulbul,0,1,0,,,,,,,,,,6
527,Rocks,cloudy,,2024-05-10,07:06:00,spot breasted fantail,0,0,1,,,,,,,,,,6
528,Rocks,cloudy,,2024-05-10,07:06:00,coppersmith barbet,0,1,0,aaa,typo; mostly coppersmith barbet,,,,,,,,6
529,Rocks,cloudy,,2024-05-10,07:07:00,coppersmith barbet,0,1,0,,,,,,,,,,7
530,Rocks,cloudy,,2024-05-10,07:07:00,ashy prinia,2,3,0,,,,,,,,,,7
531,Rocks,cloudy,,2024-05-10,07:07:00,red whiskered bulbul,0,2,0,,,,,,,,,,7
532,Rocks,cloudy,,2024-05-10,07:07:00,large billed crow,0,2,0,,,,,,,,,,7
533,Rocks,cloudy,,2024-05-10,07:07:00,white cheeked barbet,0,1,0,,,,,,,,,,7
534,Rocks,cloudy,,2024-05-10,07:08:00,coppersmith barbet,0,1,0,,,,,,,,,,8
535,Rocks,cloudy,,2024-05-10,07:08:00,ashy prinia,0,3,0,,,,,,,,,,8
536,Rocks,cloudy,,2024-05-10,07:08:00,oriental magpie robin,1,0,0,,,,,,,,,,8
537,Rocks,cloudy,,2024-05-10,07:08:00,large billed crow,0,2,0,,,,,,,,,,8
538,Rocks,cloudy,,2024-05-10,07:08:00,red whiskered bulbul,0,1,0,,,,,,,,,,8
539,Rocks,cloudy,,2024-05-10,07:08:00,indian peafowl,0,1,0,,,,,,,,,,8
540,Rocks,cloudy,,2024-05-10,07:09:00,oriental magpie robin,0,0,1,,,,,,,,,,9
541,Rocks,cloudy,,2024-05-10,07:09:00,ashy prinia,0,3,1,,,,,,,,,,9
542,Rocks,cloudy,,2024-05-10,07:09:00,purple sunbird,0,0,1,,,,,,,,,,9
543,Rocks,cloudy,,2024-05-10,07:10:00,red whiskered bulbul,0,0,2,,,,,,,,,,10
544,Rocks,cloudy,,2024-05-10,07:10:00,spot breasted fantail,0,1,0,,,,,,,,,,10
545,Rocks,cloudy,,2024-05-10,07:10:00,ashy prinia,0,0,2,,,,,,,,,,10
546,Rocks,cloudy,,2024-05-10,07:10:00,asian koel,0,1,0,,,,,,,,,,10
547,Rocks,cloudy,,2024-05-10,07:10:00,large billed crow,0,2,0,,,,,,,,,,10
548,Rocks,cloudy,,2024-05-10,07:10:00,rose ringed parakeet,0,2,0,,,,,,,,,,10
549,Rocks,cloudy,,2024-05-10,07:10:00,indian peafowl,0,1,0,,,,,,,,,,10
550,Rocks,cloudy,,2024-05-10,07:11:00,ashy prinia,0,4,1,,,,,,,,,,11
551,Rocks,cloudy,,2024-05-10,07:11:00,red whiskered bulbul,0,0,2,,,,,,,,,,11
552,Rocks,cloudy,,2024-05-10,07:11:00,rose ringed parakeet,0,0,2,,,,,,,,,,11
553,Rocks,cloudy,,2024-05-10,07:11:00,asian koel,0,1,0,,,,,,,,,,11
554,Rocks,cloudy,,2024-05-10,07:11:00,black kite,0,1,0,,,,,,,,,,11
