,Location,Weather,Temperature,Date,Time,Names,No. of individuals seen,No. of individuals heard,No. of individuals seen and heard,Comments,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,codes
15578,Rocks,partly cloudy,,2023-04-26,07:52:00,lottens sunbird,0,1,0,,,,,,,,,,52
15579,Rocks,partly cloudy,,2023-04-26,07:52:00,red whiskered bulbul,0,2,0,,,,,,,,,,52
15580,Rocks,partly cloudy,,2023-04-26,07:52:00,black kite,2,0,0,,,,,,,,,,52
15581,Rocks,partly cloudy,,2023-04-26,07:52:00,coppersmith barbet,0,1,0,,,,,,,,,,52
15582,Rocks,partly cloudy,,2023-04-26,07:52:00,white cheeked barbet,0,1,0,,,,,,,,,,52
15583,Rocks,partly cloudy,,2023-04-26,07:52:00,asian koel,0,2,0,,,,,,,,,,52
15584,Rocks,partly cloudy,,2023-04-26,07:52:00,white browed bulbul,0,2,0,,,,,,,,,,52
15585,Rocks,partly cloudy,,2023-04-26,07:52:00,indian blue robin,0,1,0,,,,,,,,,,52
15586,Rocks,partly cloudy,,2023-04-26,07:53:00,asian koel,0,2,0,,,,,,,,,,53
15587,Rocks,partly cloudy,,2023-04-26,07:53:00,white cheeked barbet,0,1,0,,,,,,,,,,53
15588,Rocks,partly cloudy,,2023-04-26,07:53:00,black kite,2,1,0,,,,,,,,,,53
15589,Rocks,partly cloudy,,2023-04-26,07:53:00,lottens sunbird,0,1,0,,,,,,,,,,53
15590,Rocks,partly cloudy,,2023-04-26,07:53:00,spotted dove,0,1,0,,,,,,,,,,53
15591,Rocks,partly cloudy,,2023-04-26,07:54:00,red whiskered bulbul,0,1,0,,,,,,,,,,54
15592,Rocks,partly cloudy,,2023-04-26,07:54:00,large billed crow,0,1,0,,,,,,,,,,54
15593,Rocks,partly cloudy,,2023-04-26,07:54:00,asian koel,0,2,0,,,,,,,,,,54
15594,Rocks,partly cloudy,,2023-04-26,07:54:00,common tailorbird,0,1,0,,,,,,,,,,54
15595,Rocks,partly cloudy,,2023-04-26,07:54:00,spotted dove,0,1,0,,,,,,,,,,54
15596,Rocks,partly cloudy,,2023-04-26,07:54:00,shikra,0,1,0,,,,,,,,,,54
15597,Rocks,partly cloudy,,2023-04-26,07:54:00,white cheeked barbet,0,2,0,,,,,,,,,,54
15598,Rocks,partly cloudy,,2023-04-26,07:55:00,asian koel,0,1,0,,,,,,,,,,55
15599,Rocks,partly cloudy,,2023-04-26,07:55:00,black kite,1,1,0,,,,,,,,,,55
15600,Rocks,partly cloudy,,2023-04-26,07:55:00,common tailorbird,0,1,0,,,,,,,,,,55
15601,Rocks,partly cloudy,,2023-04-26,07:55:00,indian blue robin,0,1,0,,,,,,,,,,55
15602,Rocks,partly cloudy,,2023-04-26,07:55:00,large billed crow,0,1,0,,,,,,,,,,55
15603,Rocks,partly cloudy,,2023-04-26,07:00:00,shikra,0,1,0,,,,,,,,,,0
15604,Rocks,partly cloudy,,2023-04-26,07:00:00,white cheeked barbet,1,1,0,,,,,,,,,,0
15605,Rocks,partly cloudy,,2023-04-26,07:00:00,golden oriole,0,1,0,,,,,,,,,,0
15606,Rocks,partly cloudy,,2023-04-26,07:00:00,small minivet,0,2,0,,,,,,,,,,0
15607,Rocks,partly cloudy,,2023-04-26,07:00:00,asian koel,0,1,0,,,,,,,,,,0
15608,Rocks,partly cloudy,,2023-04-26,07:00:00,purple rumped sunbird,0,1,0,,,,,,,,,,0
15609,Rocks,partly cloudy,,2023-04-26,07:01:00,ashy prinia,0,1,0,,,,,,,,,,1
15610,Rocks,partly cloudy,,2023-04-26,07:01:00,coppersmith barbet,0,1,0,,,,,,,,,,1
15611,Rocks,partly cloudy,,2023-04-26,07:01:00,rose ringed parakeet,0,1,0,,,,,,,,,,1
15612,Rocks,partly cloudy,,2023-04-26,07:01:00,indian white eye,0,1,0,,,,,,,,,,1
15613,Rocks,partly cloudy,,2023-04-26,07:01:00,red whiskered bulbul,0,0,2,,,,,,,,,,1
15614,Rocks,partly cloudy,,2023-04-26,07:02:00,rose ringed parakeet,0,0,2,,,,,,,,,,2
15615,Rocks,partly cloudy,,2023-04-26,07:02:00,asian koel,0,1,0,,,,,,,,,,2
15616,Rocks,partly cloudy,,2023-04-26,07:02:00,coppersmith barbet,0,1,0,,,,,,,,,,2
15617,Rocks,partly cloudy,,2023-04-26,07:02:00,golden oriole,0,1,0,,,,,,,,,,2
15618,Rocks,partly cloudy,,2023-04-26,07:02:00,red whiskered bulbul,0,0,2,,,,,,,,,,2
15619,Rocks,partly cloudy,,2023-04-26,07:02:00,shikra,0,1,0,,,,,,,,,,2
15620,Rocks,partly cloudy,,2023-04-26,07:02:00,black naped oriole,0,1,0,,,,,,,,,,2
15621,Rocks,partly cloudy,,2023-04-26,07:03:00,asian koel,0,1,0,,,,,,,,,,3
15622,Rocks,partly cloudy,,2023-04-26,07:03:00,coppersmith barbet,0,1,0,,,,,,,,,,3
15623,Rocks,partly cloudy,,2023-04-26,07:03:00,purple sunbird,0,1,0,,,,,,,,,,3
15624,Rocks,partly cloudy,,2023-04-26,07:03:00,ashy prinia,0,0,2,,,,,,,,,,3
15625,Rocks,partly cloudy,,2023-04-26,07:04:00,red whiskered bulbul,2,0,0,,,,,,,,,,4
15626,Rocks,partly cloudy,,2023-04-26,07:04:00,ashy prinia,0,2,0,,,,,,,,,,4
15627,Rocks,partly cloudy,,2023-04-26,07:04:00,spotted dove,1,0,0,,,,,,,,,,4
15628,Rocks,partly cloudy,,2023-04-26,07:04:00,large billed crow,0,1,0,,,,,,,,,,4
15629,Rocks,partly cloudy,,2023-04-26,07:04:00,indian white eye,0,1,0,,,,,,,,,,4
15630,Rocks,partly cloudy,,2023-04-26,07:04:00,brahminy kite,0,1,0,,,,,,,,,,4
15631,Rocks,partly cloudy,,2023-04-26,07:04:00,indian blue robin,0,1,0,,,,,,,,,,4
15632,Rocks,partly cloudy,,2023-04-26,07:05:00,white browed bulbul,0,2,0,,,,,,,,,,5
15633,Rocks,partly cloudy,,2023-04-26,07:05:00,common tailorbird,0,1,0,,,,,,,,,,5
15634,Rocks,partly cloudy,,2023-04-26,07:05:00,spotted dove,1,0,0,,,,,,,,,,5
15635,Rocks,partly cloudy,,2023-04-26,07:05:00,pale billed flowerpecker,0,1,0,,,,,,,,,,5
15636,Rocks,partly cloudy,,2023-04-26,07:05:00,large billed crow,0,2,0,,,,,,,,,,5
15637,Rocks,partly cloudy,,2023-04-26,07:05:00,white cheeked barbet,0,2,0,,,,,,,,,,5
15638,Rocks,partly cloudy,,2023-04-26,07:06:00,indian white eye,0,2,0,,,,,,,,,,6
15639,Rocks,partly cloudy,,2023-04-26,07:06:00,common tailorbird,0,1,0,,,,,,,,,,6
15640,Rocks,partly cloudy,,2023-04-26,07:06:00,white browed bulbul,0,1,0,,,,,,,,,,6
15641,Rocks,partly cloudy,,2023-04-26,07:06:00,white cheeked barbet,0,2,0,,,,,,,,,,6
15642,Rocks,partly cloudy,,2023-04-26,07:06:00,large billed crow,0,2,0,,,,,,,,,,6
15643,Rocks,partly cloudy,,2023-04-26,07:07:00,indian white eye,0,0,2,,,,,,,,,,7
15644,Rocks,partly cloudy,,2023-04-26,07:07:00,purple rumped sunbird,0,1,0,,,,,,,,,,7
15645,Rocks,partly cloudy,,2023-04-26,07:07:00,white cheeked barbet,0,2,0,,,,,,,,,,7
15646,Rocks,partly cloudy,,2023-04-26,07:07:00,coppersmith barbet,0,1,0,,,,,,,,,,7
15647,Rocks,partly cloudy,,2023-04-26,07:07:00,red whiskered bulbul,0,2,0,,,,,,,,,,7
15648,Rocks,partly cloudy,,2023-04-26,07:08:00,coppersmith barbet,0,1,0,,,,,,,,,,8
15649,Rocks,partly cloudy,,2023-04-26,07:08:00,large billed crow,0,1,0,,,,,,,,,,8
15650,Rocks,partly cloudy,,2023-04-26,07:08:00,jungle myna,1,0,0,,,,,,,,,,8
15651,Rocks,partly cloudy,,2023-04-26,07:08:00,purple rumped sunbird,0,0,2,,,,,,,,,,8
15652,Rocks,partly cloudy,,2023-04-26,07:08:00,indian white eye,0,2,0,,,,,,,,,,8
15653,Rocks,partly cloudy,,2023-04-26,07:08:00,ashy prinia,0,1,0,,,,,,,,,,8
15654,Rocks,partly cloudy,,2023-04-26,07:08:00,red whiskered bulbul,0,0,1,,,,,,,,,,8
15655,Rocks,partly cloudy,,2023-04-26,07:08:00,spotted dove,1,0,0,,,,,,,,,,8
15656,Rocks,partly cloudy,,2023-04-26,07:08:00,rock pigeon,4,0,0,,,,,,,,,,8
15657,Rocks,partly cloudy,,2023-04-26,07:09:00,asian koel,0,1,0,,,,,,,,,,9
15658,Rocks,partly cloudy,,2023-04-26,07:09:00,white cheeked barbet,0,2,0,,,,,,,,,,9
15659,Rocks,partly cloudy,,2023-04-26,07:09:00,white browed bulbul,0,2,0,,,,,,,,,,9
15660,Rocks,partly cloudy,,2023-04-26,07:09:00,red whiskered bulbul,0,0,2,,,,,,,,,,9
15661,Rocks,partly cloudy,,2023-04-26,07:09:00,purple rumped sunbird,0,1,0,,,,,,,,,,9
15662,Rocks,partly cloudy,,2023-04-26,07:09:00,purple sunbird,0,1,0,,,,,,,,,,9
15663,Rocks,partly cloudy,,2023-04-26,07:09:00,pale billed flowerpecker,0,1,0,,,,,,,,,,9
15664,Rocks,partly cloudy,,2023-04-26,07:10:00,large billed crow,0,2,0,,,,,,,,,,10
15665,Rocks,partly cloudy,,2023-04-26,07:10:00,shikra,0,1,0,,,,,,,,,,10
15666,Rocks,partly cloudy,,2023-04-26,07:10:00,indian white eye,0,2,0,,,,,,,,,,10
15667,Rocks,partly cloudy,,2023-04-26,07:10:00,red whiskered bulbul,1,0,0,,,,,,,,,,10
15668,Rocks,partly cloudy,,2023-04-26,07:10:00,coppersmith barbet,0,2,0,,,,,,,,,,10
15669,Rocks,partly cloudy,,2023-04-26,07:10:00,pale billed flowerpecker,0,0,1,,,,,,,,,,10
15670,Rocks,partly cloudy,,2023-04-26,07:10:00,purple sunbird,0,0,1,,,,,,,,,,10
15671,Rocks,partly cloudy,,2023-04-26,07:11:00,purple rumped sunbird,0,0,2,,,,,,,,,,11
15672,Rocks,partly cloudy,,2023-04-26,07:11:00,large billed crow,0,2,0,,,,,,,,,,11
15673,Rocks,partly cloudy,,2023-04-26,07:11:00,white browed bulbul,0,2,0,,,,,,,,,,11
15674,Rocks,partly cloudy,,2023-04-26,07:11:00,red whiskered bulbul,0,2,0,,,,,,,,,,11
15675,Rocks,partly cloudy,,2023-04-26,07:12:00,purple sunbird,0,0,2,,,,,,,,,,12
15676,Rocks,partly cloudy,,2023-04-26,07:12:00,ashy prinia,0,2,0,,,,,,,,,,12
15677,Rocks,partly cloudy,,2023-04-26,07:12:00,indian white eye,0,2,0,,,,,,,,,,12
15678,Rocks,partly cloudy,,2023-04-26,07:12:00,white browed bulbul,0,2,0,,,,,,,,,,12
15679,Rocks,partly cloudy,,2023-04-26,07:12:00,large billed crow,0,2,0,,,,,,,,,,12
15680,Rocks,partly cloudy,,2023-04-26,07:12:00,white cheeked barbet,0,1,0,,,,,,,,,,12
15681,Rocks,partly cloudy,,2023-04-26,07:12:00,coppersmith barbet,0,1,0,,,,,,,,,,12
15682,Rocks,partly cloudy,,2023-04-26,07:13:00,white browed bulbul,0,2,0,,,,,,,,,,13
15683,Rocks,partly cloudy,,2023-04-26,07:13:00,ashy prinia,0,2,0,,,,,,,,,,13
15684,Rocks,partly cloudy,,2023-04-26,07:13:00,indian white eye,0,2,0,,,,,,,,,,13
15685,Rocks,partly cloudy,,2023-04-26,07:13:00,purple sunbird,0,1,0,,,,,,,,,,13
15686,Rocks,partly cloudy,,2023-04-26,07:13:00,coppersmith barbet,0,1,0,,,,,,,,,,13
15687,Rocks,partly cloudy,,2023-04-26,07:13:00,white cheeked barbet,0,2,0,,,,,,,,,,13
15688,Rocks,partly cloudy,,2023-04-26,07:13:00,red whiskered bulbul,0,1,0,,,,,,,,,,13
15689,Rocks,partly cloudy,,2023-04-26,07:13:00,black kite,0,0,0,,,,,,,,,,13
15690,Rocks,partly cloudy,,2023-04-26,07:14:00,coppersmith barbet,0,1,0,,,,,,,,,,14
15691,Rocks,partly cloudy,,2023-04-26,07:14:00,large billed crow,0,0,2,,,,,,,,,,14
15692,Rocks,partly cloudy,,2023-04-26,07:14:00,white browed bulbul,0,0,2,,,,,,,,,,14
15693,Rocks,partly cloudy,,2023-04-26,07:14:00,red whiskered bulbul,0,1,0,,,,,,,,,,14
15694,Rocks,partly cloudy,,2023-04-26,07:14:00,common tailorbird,0,1,0,,,,,,,,,,14
15695,Rocks,partly cloudy,,2023-04-26,07:14:00,indian blue robin,0,1,0,,,,,,,,,,14
15696,Rocks,partly cloudy,,2023-04-26,07:14:00,white cheeked barbet,0,1,0,,,,,,,,,,14
15697,Rocks,partly cloudy,,2023-04-26,07:15:00,indian white eye,0,1,0,,,,,,,,,,15
15698,Rocks,partly cloudy,,2023-04-26,07:15:00,ashy prinia,0,2,0,,,,,,,,,,15
15699,Rocks,partly cloudy,,2023-04-26,07:15:00,pale billed flowerpecker,0,0,2,,,,,,,,,,15
15700,Rocks,partly cloudy,,2023-04-26,07:15:00,lottens sunbird,0,0,2,,,,,,,,,,15
15701,Rocks,partly cloudy,,2023-04-26,07:15:00,white cheeked barbet,0,2,0,,,,,,,,,,15
15702,Rocks,partly cloudy,,2023-04-26,07:20:00,white cheeked barbet,0,2,0,,,,,,,,,,20
15703,Rocks,partly cloudy,,2023-04-26,07:20:00,large billed crow,0,2,0,,,,,,,,,,20
15704,Rocks,partly cloudy,,2023-04-26,07:20:00,asian koel,0,1,0,,,,,,,,,,20
15705,Rocks,partly cloudy,,2023-04-26,07:20:00,red whiskered bulbul,0,2,0,,,,,,,,,,20
15706,Rocks,partly cloudy,,2023-04-26,07:20:00,ashy prinia,0,0,1,,,,,,,,,,20
15707,Rocks,partly cloudy,,2023-04-26,07:21:00,asian koel,0,1,0,,,,,,,,,,21
15708,Rocks,partly cloudy,,2023-04-26,07:21:00,red whiskered bulbul,0,2,0,,,,,,,,,,21
15709,Rocks,partly cloudy,,2023-04-26,07:21:00,large billed crow,0,1,0,,,,,,,,,,21
15710,Rocks,partly cloudy,,2023-04-26,07:21:00,rose ringed parakeet,0,0,1,,,,,,,,,,21
15711,Rocks,partly cloudy,,2023-04-26,07:21:00,ashy prinia,0,1,0,,,,,,,,,,21
15712,Rocks,partly cloudy,,2023-04-26,07:22:00,rose ringed parakeet,0,0,1,,,,,,,,,,22
15713,Rocks,partly cloudy,,2023-04-26,07:22:00,red whiskered bulbul,0,1,0,,,,,,,,,,22
15714,Rocks,partly cloudy,,2023-04-26,07:22:00,ashy prinia,0,0,2,,,,,,,,,,22
15715,Rocks,partly cloudy,,2023-04-26,07:22:00,common tailorbird,0,1,0,,,,,,,,,,22
15716,Rocks,partly cloudy,,2023-04-26,07:22:00,large billed crow,0,0,2,,,,,,,,,,22
15717,Rocks,partly cloudy,,2023-04-26,07:23:00,red whiskered bulbul,0,0,2,,,,,,,,,,23
15718,Rocks,partly cloudy,,2023-04-26,07:23:00,ashy prinia,0,2,0,,,,,,,,,,23
15719,Rocks,partly cloudy,,2023-04-26,07:23:00,white cheeked barbet,0,2,0,,,,,,,,,,23
15720,Rocks,partly cloudy,,2023-04-26,07:23:00,white browed bulbul,0,0,1,,,,,,,,,,23
15721,Rocks,partly cloudy,,2023-04-26,07:23:00,purple rumped sunbird,0,1,0,,,,,,,,,,23
15722,Rocks,partly cloudy,,2023-04-26,07:23:00,yellow billed babbler,0,1,0,,,,,,,,,,23
15723,Rocks,partly cloudy,,2023-04-26,07:24:00,common tailorbird,0,0,1,,,,,,,,,,24
15724,Rocks,partly cloudy,,2023-04-26,07:24:00,indian white eye,0,2,0,,,,,,,,,,24
15725,Rocks,partly cloudy,,2023-04-26,07:24:00,yellow billed babbler,0,2,0,,,,,,,,,,24
15726,Rocks,partly cloudy,,2023-04-26,07:24:00,large billed crow,0,1,0,,,,,,,,,,24
15727,Rocks,partly cloudy,,2023-04-26,07:24:00,white cheeked barbet,0,1,0,,,,,,,,,,24
15728,Rocks,partly cloudy,,2023-04-26,07:25:00,white cheeked barbet,0,2,0,,,,,,,,,,25
15729,Rocks,partly cloudy,,2023-04-26,07:25:00,yellow billed babbler,0,2,0,,,,,,,,,,25
15730,Rocks,partly cloudy,,2023-04-26,07:25:00,large billed crow,0,2,0,,,,,,,,,,25
15731,Rocks,partly cloudy,,2023-04-26,07:25:00,indian white eye,0,1,0,,,,,,,,,,25
15732,Rocks,partly cloudy,,2023-04-26,07:25:00,shikra,0,1,0,,,,,,,,,,25
15733,Rocks,partly cloudy,,2023-04-26,07:25:00,purple rumped sunbird,0,1,0,,,,,,,,,,25
15734,Rocks,partly cloudy,,2023-04-26,07:26:00,white cheeked barbet,0,2,0,,,,,,,,,,26
15735,Rocks,partly cloudy,,2023-04-26,07:26:00,yellow billed babbler,0,2,0,,,,,,,,,,26
15736,Rocks,partly cloudy,,2023-04-26,07:26:00,large billed crow,0,2,0,,,,,,,,,,26
15737,Rocks,partly cloudy,,2023-04-26,07:26:00,coppersmith barbet,0,1,0,,,,,,,,,,26
15738,Rocks,partly cloudy,,2023-04-26,07:27:00,yellow billed babbler,0,2,0,,,,,,,,,,27
15739,Rocks,partly cloudy,,2023-04-26,07:27:00,purple rumped sunbird,0,2,0,,,,,,,,,,27
15740,Rocks,partly cloudy,,2023-04-26,07:27:00,large billed crow,0,1,0,,,,,,,,,,27
15741,Rocks,partly cloudy,,2023-04-26,07:27:00,indian blue robin,0,1,0,,,,,,,,,,27
15742,Rocks,partly cloudy,,2023-04-26,07:27:00,red whiskered bulbul,0,2,0,,,,,,,,,,27
15743,Rocks,partly cloudy,,2023-04-26,07:27:00,common tailorbird,0,2,0,,,,,,,,,,27
15744,Rocks,partly cloudy,,2023-04-26,07:27:00,asian koel,0,1,0,,,,,,,,,,27
15745,Rocks,partly cloudy,,2023-04-26,07:28:00,asian koel,0,1,0,,,,,,,,,,28
15746,Rocks,partly cloudy,,2023-04-26,07:28:00,large billed crow,0,1,0,,,,,,,,,,28
15747,Rocks,partly cloudy,,2023-04-26,07:28:00,indian white eye,0,1,0,,,,,,,,,,28
15748,Rocks,partly cloudy,,2023-04-26,07:28:00,white cheeked barbet,0,2,0,,,,,,,,,,28
15749,Rocks,partly cloudy,,2023-04-26,07:28:00,coppersmith barbet,0,1,0,,,,,,,,,,28
15750,Rocks,partly cloudy,,2023-04-26,07:28:00,rose ringed parakeet,0,1,0,,,,,,,,,,28
15751,Rocks,partly cloudy,,2023-04-26,07:29:00,large billed crow,0,2,0,,,,,,,,,,29
15752,Rocks,partly cloudy,,2023-04-26,07:29:00,coppersmith barbet,0,1,0,,,,,,,,,,29
15753,Rocks,partly cloudy,,2023-04-26,07:29:00,yellow billed babbler,0,2,0,,,,,,,,,,29
15754,Rocks,partly cloudy,,2023-04-26,07:29:00,purple rumped sunbird,0,1,0,,,,,,,,,,29
15755,Rocks,partly cloudy,,2023-04-26,07:29:00,white cheeked barbet,0,2,0,,,,,,,,,,29
15756,Rocks,partly cloudy,,2023-04-26,07:30:00,purple rumped sunbird,0,0,2,,,,,,,,,,30
15757,Rocks,partly cloudy,,2023-04-26,07:30:00,purple rumped sunbird,0,2,0,,,,,,,,,,30
15758,Rocks,partly cloudy,,2023-04-26,07:30:00,yellow billed babbler,0,2,0,,,,,,,,,,30
15759,Rocks,partly cloudy,,2023-04-26,07:30:00,white browed bulbul,0,1,0,,,,,,,,,,30
15760,Rocks,partly cloudy,,2023-04-26,07:30:00,common tailorbird,0,1,0,,,,,,,,,,30
15761,Rocks,partly cloudy,,2023-04-26,07:30:00,ashy prinia,0,2,0,,,,,,,,,,30
15762,Rocks,partly cloudy,,2023-04-26,07:31:00,white browed bulbul,0,2,0,,,,,,,,,,31
15763,Rocks,partly cloudy,,2023-04-26,07:31:00,common tailorbird,0,1,0,,,,,,,,,,31
15764,Rocks,partly cloudy,,2023-04-26,07:31:00,white cheeked barbet,0,2,0,,,,,,,,,,31
15765,Rocks,partly cloudy,,2023-04-26,07:31:00,yellow billed babbler,0,2,0,,,,,,,,,,31
15766,Rocks,partly cloudy,,2023-04-26,07:31:00,large billed crow,0,1,0,,,,,,,,,,31
15767,Rocks,partly cloudy,,2023-04-26,07:32:00,white cheeked barbet,0,2,0,,,,,,,,,,32
15768,Rocks,partly cloudy,,2023-04-26,07:32:00,yellow billed babbler,0,2,0,,,,,,,,,,32
15769,Rocks,partly cloudy,,2023-04-26,07:32:00,large billed crow,0,2,0,,,,,,,,,,32
15770,Rocks,partly cloudy,,2023-04-26,07:32:00,indian white eye,0,2,0,,,,,,,,,,32
15771,Rocks,partly cloudy,,2023-04-26,07:32:00,shikra,0,1,0,,,,,,,,,,32
15772,Rocks,partly cloudy,,2023-04-26,07:32:00,purple rumped sunbird,0,2,0,,,,,,,,,,32
15773,Rocks,partly cloudy,,2023-04-26,07:32:00,common tailorbird,0,1,0,,,,,,,,,,32
15774,Rocks,partly cloudy,,2023-04-26,07:32:00,red whiskered bulbul,0,1,0,,,,,,,,,,32
15775,Rocks,partly cloudy,,2023-04-26,07:32:00,lottens sunbird,0,0,1,,,,,,,,,,32
15776,Rocks,partly cloudy,,2023-04-26,07:33:00,yellow billed babbler,0,2,0,,,,,,,,,,33
15777,Rocks,partly cloudy,,2023-04-26,07:33:00,white cheeked barbet,0,2,0,,,,,,,,,,33
15778,Rocks,partly cloudy,,2023-04-26,07:33:00,large billed crow,0,1,0,,,,,,,,,,33
15779,Rocks,partly cloudy,,2023-04-26,07:33:00,ashy prinia,0,1,0,,,,,,,,,,33
15780,Rocks,partly cloudy,,2023-04-26,07:33:00,red whiskered bulbul,0,2,0,,,,,,,,,,33
15781,Rocks,partly cloudy,,2023-04-26,07:34:00,white cheeked barbet,0,2,0,,,,,,,,,,34
15782,Rocks,partly cloudy,,2023-04-26,07:34:00,large billed crow,0,2,0,,,,,,,,,,34
15783,Rocks,partly cloudy,,2023-04-26,07:34:00,ashy prinia,0,2,0,,,,,,,,,,34
15784,Rocks,partly cloudy,,2023-04-26,07:34:00,red whiskered bulbul,0,2,0,,,,,,,,,,34
15785,Rocks,partly cloudy,,2023-04-26,07:34:00,common tailorbird,0,1,0,,,,,,,,,,34
15786,Rocks,partly cloudy,,2023-04-26,07:34:00,white browed bulbul,0,2,0,,,,,,,,,,34
15787,Rocks,partly cloudy,,2023-04-26,07:34:00,rose ringed parakeet,0,2,0,,,,,,,,,,34
15788,Rocks,partly cloudy,,2023-04-26,07:35:00,white cheeked barbet,0,2,0,,,,,,,,,,35
15789,Rocks,partly cloudy,,2023-04-26,07:35:00,white browed bulbul,0,1,0,,,,,,,,,,35
15790,Rocks,partly cloudy,,2023-04-26,07:35:00,red whiskered bulbul,0,2,0,,,,,,,,,,35
15791,Rocks,partly cloudy,,2023-04-26,07:35:00,ashy prinia,0,1,0,,,,,,,,,,35
15792,Rocks,partly cloudy,,2023-04-26,07:35:00,large billed crow,0,1,0,,,,,,,,,,35
15793,Rocks,partly cloudy,,2023-04-26,07:35:00,asian koel,1,0,0,,,,,,,,,,35
15794,Rocks,partly cloudy,,2023-04-26,07:35:00,indian blue robin,0,1,0,,,,,,,,,,35
15795,Rocks,partly cloudy,,2023-04-26,07:40:00,red whiskered bulbul,0,0,2,,,,,,,,,,40
15796,Rocks,partly cloudy,,2023-04-26,07:40:00,white browed bulbul,0,0,2,,,,,,,,,,40
15797,Rocks,partly cloudy,,2023-04-26,07:40:00,black drongo,0,0,2,,,,,,,,,,40
15798,Rocks,partly cloudy,,2023-04-26,07:40:00,common tailorbird,0,2,0,,,,,,,,,,40
15799,Rocks,partly cloudy,,2023-04-26,07:40:00,ashy prinia,0,0,2,,,,,,,,,,40
15800,Rocks,partly cloudy,,2023-04-26,07:41:00,ashy prinia,0,0,2,,,,,,,,,,41
15801,Rocks,partly cloudy,,2023-04-26,07:41:00,white browed bulbul,0,2,0,,,,,,,,,,41
15802,Rocks,partly cloudy,,2023-04-26,07:41:00,red whiskered bulbul,0,2,0,,,,,,,,,,41
15803,Rocks,partly cloudy,,2023-04-26,07:41:00,common tailorbird,0,1,0,,,,,,,,,,41
15804,Rocks,partly cloudy,,2023-04-26,07:42:00,red whiskered bulbul,0,0,1,,,,,,,,,,42
15805,Rocks,partly cloudy,,2023-04-26,07:42:00,coppersmith barbet,0,1,0,,,,,,,,,,42
15806,Rocks,partly cloudy,,2023-04-26,07:42:00,large billed crow,0,0,1,,,,,,,,,,42
15807,Rocks,partly cloudy,,2023-04-26,07:42:00,rose ringed parakeet,0,1,0,,,,,,,,,,42
15808,Rocks,partly cloudy,,2023-04-26,07:42:00,ashy prinia,0,1,0,,,,,,,,,,42
15809,Rocks,partly cloudy,,2023-04-26,07:42:00,oriental magpie robin,0,1,0,,,,,,,,,,42
15810,Rocks,partly cloudy,,2023-04-26,07:44:00,large billed crow,0,2,0,,,,,,,,,,44
15811,Rocks,partly cloudy,,2023-04-26,07:44:00,common tailorbird,0,1,0,,,,,,,,,,44
15812,Rocks,partly cloudy,,2023-04-26,07:44:00,white cheeked barbet,0,2,0,,,,,,,,,,44
15813,Rocks,partly cloudy,,2023-04-26,07:44:00,black drongo,1,0,0,,,,,,,,,,44
15814,Rocks,partly cloudy,,2023-04-26,07:44:00,pale billed flowerpecker,0,2,0,,,,,,,,,,44
15815,Rocks,partly cloudy,,2023-04-26,07:44:00,white browed bulbul,0,0,2,,,,,,,,,,44
15816,Rocks,partly cloudy,,2023-04-26,07:44:00,common tailorbird,0,1,0,,,,,,,,,,44
15817,Rocks,partly cloudy,,2023-04-26,07:44:00,ashy prinia,0,0,2,,,,,,,,,,44
15818,Rocks,partly cloudy,,2023-04-26,07:44:00,spotted dove,0,0,1,,,,,,,,,,44
15819,Rocks,partly cloudy,,2023-04-26,07:44:00,indian blue robin,0,1,0,,,,,,,,,,44
15820,Rocks,partly cloudy,,2023-04-26,07:46:00,spotted dove,0,0,1,,,,,,,,,,46
15821,Rocks,partly cloudy,,2023-04-26,07:46:00,black kite,2,0,0,,,,,,,,,,46
15822,Rocks,partly cloudy,,2023-04-26,07:46:00,rufous treepie,0,1,0,,,,,,,,,,46
15823,Rocks,partly cloudy,,2023-04-26,07:46:00,indian white eye,0,2,0,,,,,,,,,,46
15824,Rocks,partly cloudy,,2023-04-26,07:46:00,common tailorbird,0,1,0,,,,,,,,,,46
15825,Rocks,partly cloudy,,2023-04-26,07:47:00,common tailorbird,0,1,0,,,,,,,,,,47
15826,Rocks,partly cloudy,,2023-04-26,07:47:00,black kite,2,0,0,,,,,,,,,,47
15827,Rocks,partly cloudy,,2023-04-26,07:47:00,coppersmith barbet,0,1,0,,,,,,,,,,47
15828,Rocks,partly cloudy,,2023-04-26,07:48:00,black kite,3,1,0,,,,,,,,,,48
15829,Rocks,partly cloudy,,2023-04-26,07:48:00,coppersmith barbet,0,1,0,,,,,,,,,,48
15830,Rocks,partly cloudy,,2023-04-26,07:48:00,common tailorbird,0,1,0,,,,,,,,,,48
15831,Rocks,partly cloudy,,2023-04-26,07:48:00,large billed crow,0,1,0,,,,,,,,,,48
15832,Rocks,partly cloudy,,2023-04-26,07:48:00,white cheeked barbet,0,1,0,,,,,,,,,,48
15833,Rocks,partly cloudy,,2023-04-26,07:49:00,common tailorbird,0,1,0,,,,,,,,,,49
15834,Rocks,partly cloudy,,2023-04-26,07:49:00,large billed crow,0,2,0,,,,,,,,,,49
15835,Rocks,partly cloudy,,2023-04-26,07:49:00,white cheeked barbet,0,2,0,,,,,,,,,,49
